Sample in Buffer,Sample in Window,TRIGGER,nolabel_line188/CSI_BRAM_ENB_1_1,nolabel_line188/csi_gearbox_dma_0_mipi_data[15:0],nolabel_line188/csi_gearbox_dma_0_dbg_fifo_data_ct[11:0],nolabel_line188/CSI_MON_LPD0N_1,nolabel_line188/CSI_MON_LPD0P_1,nolabel_line188/Net[63:0],nolabel_line188/Net1,nolabel_line188/csi_gearbox_dma_0_s00_axis_tready,nolabel_line188/CSI_BRAM_ENB_1,nolabel_line188/CSI_MON_EM_MIPI_START_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_START_LINES_1,nolabel_line188/CSI_MON_EM_MIPI_END_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_DONE_1,nolabel_line188/CSI_MON_EM_MIPI_STOP_1,nolabel_line188/CSI_MON_LINE_COUNT_1[5:0],nolabel_line188/csi_gearbox_dma_0_mipi_read_valid,nolabel_line188/CSI_MON_LINE_BYTE_COUNT_1[20:0],nolabel_line188/CSI_CTRL_STATE_DBG_1[5:0],nolabel_line188/CSI_MON_MIPI_BUSY_DBG_1,nolabel_line188/CSI_MON_MIPI_DONE_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_SHORT_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_LONG_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_IDLE_DBG_1,nolabel_line188/CSI_MON_MIPI_DEBUG_TX_SIZE_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_1[5:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER2_1[15:0],nolabel_line188/CSI_MON_LPCLKN_1,nolabel_line188/CSI_MON_LPCLKP_1
2383,2383,0,0,0000,cbc,1,1,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c0,0000,0,0
2384,2384,0,0,0000,cbc,1,1,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c1,0000,0,0
2385,2385,0,0,0000,cbc,1,1,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c2,0000,0,0
2386,2386,0,0,0000,cbc,1,1,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,0f,00c3,0000,0,0
2387,2387,0,0,0000,cbc,1,1,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,00,00c4,0000,0,0
2388,2388,0,0,0000,cbc,1,1,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,00c5,0000,0,0
2389,2389,0,0,0000,cbc,1,1,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0000,0000,0,0
2390,2390,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0001,0000,0,0
2391,2391,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0002,0000,0,0
2392,2392,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0003,0000,0,0
2393,2393,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0004,0000,0,0
2394,2394,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0005,0000,0,0
2395,2395,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0006,0000,0,0
2396,2396,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0007,0000,0,0
2397,2397,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,01,0008,0000,0,0
2398,2398,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0009,0000,0,0
2399,2399,0,0,0000,cbc,1,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0000,0000,0,0
2400,2400,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0001,0000,0,0
2401,2401,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0002,0000,0,0
2402,2402,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0003,0000,0,0
2403,2403,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,02,0004,0000,0,0
2404,2404,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,03,0005,0000,0,0
2405,2405,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0000,0000,0,0
2406,2406,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0001,0000,0,0
2407,2407,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0002,0000,0,0
2408,2408,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0003,0000,0,0
2409,2409,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0004,0000,0,0
2410,2410,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0005,0000,0,0
2411,2411,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0006,0000,0,0
2412,2412,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0007,0000,0,0
2413,2413,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,04,0008,0000,0,0
2414,2414,0,0,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,0,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,05,0009,0000,0,0
2415,2415,0,1,0000,cbc,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,06,0000,0000,0,0
2416,2416,0,1,0100,cbc,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,06,0001,0000,0,0
2417,2417,0,1,0302,cbb,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,06,0002,0000,0,0
2418,2418,0,1,0504,cba,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0800,07,0003,0000,0,0
2419,2419,0,1,0706,cb9,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07fe,07,0000,0000,0,0
2420,2420,0,1,0908,cb8,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07fc,07,0001,0000,0,0
2421,2421,0,1,0b0a,cb7,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07fa,07,0002,0000,0,0
2422,2422,0,1,0d0c,cb6,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07f8,07,0003,0000,0,0
2423,2423,0,1,0f0e,cb5,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07f6,07,0004,0000,0,0
2424,2424,0,1,1110,cb4,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07f4,07,0005,0000,0,0
2425,2425,0,1,1312,cb3,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07f2,07,0006,0000,0,0
2426,2426,0,1,1514,cb2,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07f0,07,0007,0000,0,0
2427,2427,0,1,1716,cb1,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ee,07,0008,0000,0,0
2428,2428,0,1,1918,cb0,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ec,07,0009,0000,0,0
2429,2429,0,1,1b1a,caf,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ea,07,000a,0000,0,0
2430,2430,0,1,1d1c,cae,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07e8,07,000b,0000,0,0
2431,2431,0,1,1f1e,cad,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07e6,07,000c,0000,0,0
2432,2432,0,1,2120,cac,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07e4,07,000d,0000,0,0
2433,2433,0,1,2322,cab,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07e2,07,000e,0000,0,0
2434,2434,0,1,2524,caa,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07e0,07,000f,0000,0,0
2435,2435,0,1,2726,ca9,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07de,07,0010,0000,0,0
2436,2436,0,1,2928,ca8,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07dc,07,0011,0000,0,0
2437,2437,0,1,2b2a,ca7,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07da,07,0012,0000,0,0
2438,2438,0,1,2d2c,ca6,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07d8,07,0013,0000,0,0
2439,2439,0,1,2f2e,ca5,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07d6,07,0014,0000,0,0
2440,2440,0,1,3130,ca4,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07d4,07,0015,0000,0,0
2441,2441,0,1,3332,ca3,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07d2,07,0016,0000,0,0
2442,2442,0,1,3534,ca2,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07d0,07,0017,0000,0,0
2443,2443,0,1,3736,ca1,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ce,07,0018,0000,0,0
2444,2444,0,1,3938,ca0,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07cc,07,0019,0000,0,0
2445,2445,0,1,3b3a,c9f,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ca,07,001a,0000,0,0
2446,2446,0,1,3d3c,c9e,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07c8,07,001b,0000,0,0
2447,2447,0,1,3f3e,c9d,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07c6,07,001c,0000,0,0
2448,2448,0,1,4140,c9c,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07c4,07,001d,0000,0,0
2449,2449,0,1,4342,c9b,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07c2,07,001e,0000,0,0
2450,2450,0,1,4544,c9a,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07c0,07,001f,0000,0,0
2451,2451,0,1,4746,c99,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07be,07,0020,0000,0,0
2452,2452,0,1,4948,c98,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07bc,07,0021,0000,0,0
2453,2453,0,1,4b4a,c97,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ba,07,0022,0000,0,0
2454,2454,0,1,4d4c,c96,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07b8,07,0023,0000,0,0
2455,2455,0,1,4f4e,c95,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07b6,07,0024,0000,0,0
2456,2456,0,1,5150,c94,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07b4,07,0025,0000,0,0
2457,2457,0,1,5352,c93,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07b2,07,0026,0000,0,0
2458,2458,0,1,5554,c92,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07b0,07,0027,0000,0,0
2459,2459,0,1,5756,c91,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ae,07,0028,0000,0,0
2460,2460,0,1,5958,c90,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07ac,07,0029,0000,0,0
2461,2461,0,1,5b5a,c8f,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07aa,07,002a,0000,0,0
2462,2462,0,1,5d5c,c8e,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07a8,07,002b,0000,0,0
2463,2463,0,1,5f5e,c8d,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07a6,07,002c,0000,0,0
2464,2464,0,1,6160,c8c,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07a4,07,002d,0000,0,0
2465,2465,0,1,6362,c8b,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07a2,07,002e,0000,0,0
2466,2466,0,1,6564,c8a,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,07a0,07,002f,0000,0,0
2467,2467,0,1,6766,c89,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,079e,07,0030,0000,0,0
2468,2468,0,1,6968,c88,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,079c,07,0031,0000,0,0
2469,2469,0,1,6b6a,c87,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,079a,07,0032,0000,0,0
2470,2470,0,1,6d6c,c86,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0798,07,0033,0000,0,0
2471,2471,0,1,6f6e,c85,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0796,07,0034,0000,0,0
2472,2472,0,1,7170,c84,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0794,07,0035,0000,0,0
2473,2473,0,1,7372,c83,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0792,07,0036,0000,0,0
2474,2474,0,1,7574,c82,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0790,07,0037,0000,0,0
2475,2475,0,1,7776,c81,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,078e,07,0038,0000,0,0
2476,2476,0,1,7978,c80,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,078c,07,0039,0000,0,0
2477,2477,0,1,7b7a,c7f,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,078a,07,003a,0000,0,0
2478,2478,0,1,7d7c,c7e,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0788,07,003b,0000,0,0
2479,2479,0,1,7f7e,c7d,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0786,07,003c,0000,0,0
2480,2480,0,1,8180,c7c,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0784,07,003d,0000,0,0
2481,2481,0,1,8382,c7b,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0782,07,003e,0000,0,0
2482,2482,0,1,8584,c7a,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0780,07,003f,0000,0,0
2483,2483,0,1,8786,c79,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,077e,07,0040,0000,0,0
2484,2484,0,1,8988,c78,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,077c,07,0041,0000,0,0
2485,2485,0,1,8b8a,c77,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,077a,07,0042,0000,0,0
2486,2486,0,1,8d8c,c76,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0778,07,0043,0000,0,0
2487,2487,0,1,8f8e,c75,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0776,07,0044,0000,0,0
2488,2488,0,1,9190,c74,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0774,07,0045,0000,0,0
2489,2489,0,1,9392,c73,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0772,07,0046,0000,0,0
2490,2490,0,1,9594,c72,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0770,07,0047,0000,0,0
2491,2491,0,1,9796,c71,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,076e,07,0048,0000,0,0
2492,2492,0,1,9998,c70,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,076c,07,0049,0000,0,0
2493,2493,0,1,9b9a,c6f,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,076a,07,004a,0000,0,0
2494,2494,0,1,9d9c,c6e,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0768,07,004b,0000,0,0
2495,2495,0,1,9f9e,c6d,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0766,07,004c,0000,0,0
2496,2496,0,1,a1a0,c6c,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0764,07,004d,0000,0,0
2497,2497,0,1,a3a2,c6b,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0762,07,004e,0000,0,0
2498,2498,0,1,a5a4,c6a,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0760,07,004f,0000,0,0
2499,2499,0,1,a7a6,c69,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,075e,07,0050,0000,0,0
2500,2500,0,1,a9a8,c68,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,075c,07,0051,0000,0,0
2501,2501,0,1,abaa,c67,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,075a,07,0052,0000,0,0
2502,2502,0,1,adac,c66,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0758,07,0053,0000,0,0
2503,2503,0,1,afae,c65,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0756,07,0054,0000,0,0
2504,2504,0,1,b1b0,c64,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0754,07,0055,0000,0,0
2505,2505,0,1,b3b2,c63,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0752,07,0056,0000,0,0
2506,2506,0,1,b5b4,c62,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0750,07,0057,0000,0,0
2507,2507,0,1,b7b6,c61,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,074e,07,0058,0000,0,0
2508,2508,0,1,b9b8,c60,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,074c,07,0059,0000,0,0
2509,2509,0,1,bbba,c5f,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,074a,07,005a,0000,0,0
2510,2510,0,1,bdbc,c5e,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0748,07,005b,0000,0,0
2511,2511,0,1,bfbe,c5d,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0746,07,005c,0000,0,0
2512,2512,0,1,c1c0,c5c,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0744,07,005d,0000,0,0
2513,2513,0,1,c3c2,c5b,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0742,07,005e,0000,0,0
2514,2514,0,1,c5c4,c5a,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0740,07,005f,0000,0,0
2515,2515,0,1,c7c6,c59,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,073e,07,0060,0000,0,0
2516,2516,0,1,c9c8,c58,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,073c,07,0061,0000,0,0
2517,2517,0,1,cbca,c57,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,073a,07,0062,0000,0,0
2518,2518,0,1,cdcc,c56,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0738,07,0063,0000,0,0
2519,2519,0,1,cfce,c55,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0736,07,0064,0000,0,0
2520,2520,0,1,d1d0,c54,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0734,07,0065,0000,0,0
2521,2521,0,1,d3d2,c53,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0732,07,0066,0000,0,0
2522,2522,0,1,d5d4,c52,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0730,07,0067,0000,0,0
2523,2523,0,1,d7d6,c51,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,072e,07,0068,0000,0,0
2524,2524,0,1,d9d8,c50,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,072c,07,0069,0000,0,0
2525,2525,0,1,dbda,c4f,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,072a,07,006a,0000,0,0
2526,2526,0,1,dddc,c4e,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0728,07,006b,0000,0,0
2527,2527,0,1,dfde,c4d,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0726,07,006c,0000,0,0
2528,2528,0,1,e1e0,c4c,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0724,07,006d,0000,0,0
2529,2529,0,1,e3e2,c4b,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0722,07,006e,0000,0,0
2530,2530,0,1,e5e4,c4a,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0720,07,006f,0000,0,0
2531,2531,0,1,e7e6,c49,0,0,7f7e7d7c7b7a7978,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,071e,07,0070,0000,0,0
