Sample in Buffer,Sample in Window,TRIGGER,nolabel_line188/CSI_BRAM_ENB_1_1,nolabel_line188/csi_gearbox_dma_0_mipi_data[15:0],nolabel_line188/csi_gearbox_dma_0_dbg_fifo_data_ct[11:0],nolabel_line188/CSI_MON_LPD0N_1,nolabel_line188/CSI_MON_LPD0P_1,nolabel_line188/Net[63:0],nolabel_line188/Net1,nolabel_line188/csi_gearbox_dma_0_s00_axis_tready,nolabel_line188/CSI_BRAM_ENB_1,nolabel_line188/CSI_MON_EM_MIPI_START_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_START_LINES_1,nolabel_line188/CSI_MON_EM_MIPI_END_FRAME_1,nolabel_line188/CSI_MON_EM_MIPI_DONE_1,nolabel_line188/CSI_MON_EM_MIPI_STOP_1,nolabel_line188/CSI_MON_LINE_COUNT_1[5:0],nolabel_line188/csi_gearbox_dma_0_mipi_read_valid,nolabel_line188/CSI_MON_LINE_BYTE_COUNT_1[20:0],nolabel_line188/CSI_CTRL_STATE_DBG_1[5:0],nolabel_line188/CSI_MON_MIPI_BUSY_DBG_1,nolabel_line188/CSI_MON_MIPI_DONE_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_SHORT_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_LONG_DBG_1,nolabel_line188/CSI_MON_MIPI_INIT_IDLE_DBG_1,nolabel_line188/CSI_MON_MIPI_DEBUG_TX_SIZE_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_1[5:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER_1[15:0],nolabel_line188/CSI_MON_MIPI_DEBUG_STATE_TIMER2_1[15:0],nolabel_line188/CSI_MON_LPCLKN_1,nolabel_line188/CSI_MON_LPCLKP_1
7400,7400,0,1,4544,c5e,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01d8,07,0313,0000,0,0
7401,7401,0,1,4746,c5d,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01d6,07,0314,0000,0,0
7402,7402,0,1,4948,c5c,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01d4,07,0315,0000,0,0
7403,7403,0,1,4b4a,c5b,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01d2,07,0316,0000,0,0
7404,7404,0,1,4d4c,c5a,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01d0,07,0317,0000,0,0
7405,7405,0,1,4f4e,c59,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01ce,07,0318,0000,0,0
7406,7406,0,1,5150,c58,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01cc,07,0319,0000,0,0
7407,7407,0,1,5352,c57,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01ca,07,031a,0000,0,0
7408,7408,0,1,5554,c56,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01c8,07,031b,0000,0,0
7409,7409,0,1,5756,c55,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01c6,07,031c,0000,0,0
7410,7410,0,1,5958,c54,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01c4,07,031d,0000,0,0
7411,7411,0,1,5b5a,c53,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01c2,07,031e,0000,0,0
7412,7412,0,1,5d5c,c52,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01c0,07,031f,0000,0,0
7413,7413,0,1,5f5e,c51,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01be,07,0320,0000,0,0
7414,7414,0,1,6160,c50,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01bc,07,0321,0000,0,0
7415,7415,0,1,6362,c4f,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01ba,07,0322,0000,0,0
7416,7416,0,1,6564,c4e,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01b8,07,0323,0000,0,0
7417,7417,0,1,6766,c4d,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01b6,07,0324,0000,0,0
7418,7418,0,1,6968,c4c,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01b4,07,0325,0000,0,0
7419,7419,0,1,6b6a,c4b,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01b2,07,0326,0000,0,0
7420,7420,0,1,6d6c,c4a,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01b0,07,0327,0000,0,0
7421,7421,0,1,6f6e,c49,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01ae,07,0328,0000,0,0
7422,7422,0,1,7170,c48,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01ac,07,0329,0000,0,0
7423,7423,0,1,7372,c47,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01aa,07,032a,0000,0,0
7424,7424,0,1,7574,c46,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01a8,07,032b,0000,0,0
7425,7425,0,1,7776,c45,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01a6,07,032c,0000,0,0
7426,7426,0,1,7978,c44,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01a4,07,032d,0000,0,0
7427,7427,0,1,7b7a,c43,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01a2,07,032e,0000,0,0
7428,7428,0,1,7d7c,c42,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,01a0,07,032f,0000,0,0
7429,7429,0,1,7f7e,c41,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,019e,07,0330,0000,0,0
7430,7430,0,1,8180,c40,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,019c,07,0331,0000,0,0
7431,7431,0,1,8382,c3f,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,019a,07,0332,0000,0,0
7432,7432,0,1,8584,c3e,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0198,07,0333,0000,0,0
7433,7433,0,1,8786,c3d,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0196,07,0334,0000,0,0
7434,7434,0,1,8988,c3c,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0194,07,0335,0000,0,0
7435,7435,0,1,8b8a,c3b,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0192,07,0336,0000,0,0
7436,7436,0,1,8d8c,c3a,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0190,07,0337,0000,0,0
7437,7437,0,1,8f8e,c39,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,018e,07,0338,0000,0,0
7438,7438,0,1,9190,c38,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,018c,07,0339,0000,0,0
7439,7439,0,1,9392,c37,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,018a,07,033a,0000,0,0
7440,7440,0,1,9594,c36,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0188,07,033b,0000,0,0
7441,7441,0,1,9796,c35,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0186,07,033c,0000,0,0
7442,7442,0,1,9998,c34,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0184,07,033d,0000,0,0
7443,7443,0,1,9b9a,c33,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0182,07,033e,0000,0,0
7444,7444,0,1,9d9c,c32,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0180,07,033f,0000,0,0
7445,7445,0,1,9f9e,c31,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,017e,07,0340,0000,0,0
7446,7446,0,1,a1a0,c30,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,017c,07,0341,0000,0,0
7447,7447,0,1,a3a2,c2f,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,017a,07,0342,0000,0,0
7448,7448,0,1,a5a4,c2e,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0178,07,0343,0000,0,0
7449,7449,0,1,a7a6,c2d,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0176,07,0344,0000,0,0
7450,7450,0,1,a9a8,c2c,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0174,07,0345,0000,0,0
7451,7451,0,1,abaa,c2b,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0172,07,0346,0000,0,0
7452,7452,0,1,adac,c2a,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0170,07,0347,0000,0,0
7453,7453,0,1,afae,c29,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,016e,07,0348,0000,0,0
7454,7454,0,1,b1b0,c28,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,016c,07,0349,0000,0,0
7455,7455,0,1,b3b2,c27,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,016a,07,034a,0000,0,0
7456,7456,0,1,b5b4,c26,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0168,07,034b,0000,0,0
7457,7457,0,1,b7b6,c25,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0166,07,034c,0000,0,0
7458,7458,0,1,b9b8,c24,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0164,07,034d,0000,0,0
7459,7459,0,1,bbba,c23,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0162,07,034e,0000,0,0
7460,7460,0,1,bdbc,c22,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0160,07,034f,0000,0,0
7461,7461,0,1,bfbe,c21,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,015e,07,0350,0000,0,0
7462,7462,0,1,c1c0,c20,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,015c,07,0351,0000,0,0
7463,7463,0,1,c3c2,c1f,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,015a,07,0352,0000,0,0
7464,7464,0,1,c5c4,c1e,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0158,07,0353,0000,0,0
7465,7465,0,1,c7c6,c1d,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0156,07,0354,0000,0,0
7466,7466,0,1,c9c8,c1c,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0154,07,0355,0000,0,0
7467,7467,0,1,cbca,c1b,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0152,07,0356,0000,0,0
7468,7468,0,1,cdcc,c1a,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0150,07,0357,0000,0,0
7469,7469,0,1,cfce,c19,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,014e,07,0358,0000,0,0
7470,7470,0,1,d1d0,c18,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,014c,07,0359,0000,0,0
7471,7471,0,1,d3d2,c17,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,014a,07,035a,0000,0,0
7472,7472,0,1,d5d4,c16,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0148,07,035b,0000,0,0
7473,7473,0,1,d7d6,c15,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0146,07,035c,0000,0,0
7474,7474,0,1,d9d8,c14,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0144,07,035d,0000,0,0
7475,7475,0,1,dbda,c13,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0142,07,035e,0000,0,0
7476,7476,0,1,dddc,c12,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0140,07,035f,0000,0,0
7477,7477,0,1,dfde,c11,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,013e,07,0360,0000,0,0
7478,7478,0,1,e1e0,c10,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,013c,07,0361,0000,0,0
7479,7479,0,1,e3e2,c0f,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,013a,07,0362,0000,0,0
7480,7480,0,1,e5e4,c0e,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0138,07,0363,0000,0,0
7481,7481,0,1,e7e6,c0d,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0136,07,0364,0000,0,0
7482,7482,0,1,e9e8,c0c,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0134,07,0365,0000,0,0
7483,7483,0,1,ebea,c0b,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0132,07,0366,0000,0,0
7484,7484,0,1,edec,c0a,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0130,07,0367,0000,0,0
7485,7485,0,1,efee,c09,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,012e,07,0368,0000,0,0
7486,7486,0,1,f1f0,c08,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,012c,07,0369,0000,0,0
7487,7487,0,1,f3f2,c07,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,012a,07,036a,0000,0,0
7488,7488,0,1,f5f4,c06,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0128,07,036b,0000,0,0
7489,7489,0,1,f7f6,c05,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0126,07,036c,0000,0,0
7490,7490,0,1,f9f8,c04,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0124,07,036d,0000,0,0
7491,7491,0,1,fbfa,c03,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0122,07,036e,0000,0,0
7492,7492,0,1,fdfc,c02,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0120,07,036f,0000,0,0
7493,7493,0,1,fffe,c01,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,011e,07,0370,0000,0,0
7494,7494,0,1,0100,c00,0,0,0706050403020100,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,011c,07,0371,0000,0,0
7495,7495,0,1,0302,bff,0,0,171e151413121110,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,011a,07,0372,0000,0,0
7496,7496,0,1,0504,bfe,0,0,2f2e2d2c2b2a2928,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0118,07,0373,0000,0,0
7497,7497,0,1,0706,bfd,0,0,4f4e4d4c4b4a4948,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0116,07,0374,0000,0,0
7498,7498,0,1,0908,bfc,0,0,6766656463626160,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0114,07,0375,0000,0,0
7499,7499,0,1,0b0a,bff,0,0,8786858483828180,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0112,07,0376,0000,0,0
7500,7500,0,1,0d0c,c0a,0,0,9f9e9d9c9b9a9998,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0110,07,0377,0000,0,0
7501,7501,0,1,0f0e,c19,0,0,bfbebdbcbbbab9b8,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,010e,07,0378,0000,0,0
7502,7502,0,1,1110,c24,0,0,d7d6d5d4d3d2d1d0,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,010c,07,0379,0000,0,0
7503,7503,0,1,1312,c33,0,0,f7f6f5f4f3f2f1f0,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,010a,07,037a,0000,0,0
7504,7504,0,1,1514,c3e,0,0,171e1d1413121110,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0108,07,037b,0000,0,0
7505,7505,0,1,1716,c4d,0,0,2f2e2d2c2b2a2928,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0106,07,037c,0000,0,0
7506,7506,0,1,1918,c58,0,0,4f4e4d4c4b4a4948,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0104,07,037d,0000,0,0
7507,7507,0,1,1b1a,c67,0,0,6766656463626160,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0102,07,037e,0000,0,0
7508,7508,0,1,1d1c,c76,0,0,8786858483828180,1,1,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,0100,07,037f,0000,0,0
7509,7509,0,1,1f1e,c81,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00fe,07,0380,0000,0,0
7510,7510,0,1,2120,c90,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00fc,07,0381,0000,0,0
7511,7511,0,1,2322,c9b,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00fa,07,0382,0000,0,0
7512,7512,0,1,2524,caa,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00f8,07,0383,0000,0,0
7513,7513,0,1,2726,cb1,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00f6,07,0384,0000,0,0
7514,7514,0,1,2928,cb0,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00f4,07,0385,0000,0,0
7515,7515,0,1,2b2a,caf,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00f2,07,0386,0000,0,0
7516,7516,0,1,2d2c,cae,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00f0,07,0387,0000,0,0
7517,7517,0,1,2f2e,cad,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ee,07,0388,0000,0,0
7518,7518,0,1,3130,cac,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ec,07,0389,0000,0,0
7519,7519,0,1,3332,cab,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ea,07,038a,0000,0,0
7520,7520,0,1,3534,caa,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00e8,07,038b,0000,0,0
7521,7521,0,1,3736,ca9,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00e6,07,038c,0000,0,0
7522,7522,0,1,3938,ca8,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00e4,07,038d,0000,0,0
7523,7523,0,1,3b3a,ca7,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00e2,07,038e,0000,0,0
7524,7524,0,1,3d3c,ca6,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00e0,07,038f,0000,0,0
7525,7525,0,1,3f3e,ca5,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00de,07,0390,0000,0,0
7526,7526,0,1,4140,ca4,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00dc,07,0391,0000,0,0
7527,7527,0,1,4342,ca3,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00da,07,0392,0000,0,0
7528,7528,0,1,4544,ca2,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00d8,07,0393,0000,0,0
7529,7529,0,1,4746,ca1,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00d6,07,0394,0000,0,0
7530,7530,0,1,4948,ca0,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00d4,07,0395,0000,0,0
7531,7531,0,1,4b4a,c9f,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00d2,07,0396,0000,0,0
7532,7532,0,1,4d4c,c9e,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00d0,07,0397,0000,0,0
7533,7533,0,1,4f4e,c9d,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ce,07,0398,0000,0,0
7534,7534,0,1,5150,c9c,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00cc,07,0399,0000,0,0
7535,7535,0,1,5352,c9b,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ca,07,039a,0000,0,0
7536,7536,0,1,5554,c9a,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00c8,07,039b,0000,0,0
7537,7537,0,1,5756,c99,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00c6,07,039c,0000,0,0
7538,7538,0,1,5958,c98,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00c4,07,039d,0000,0,0
7539,7539,0,1,5b5a,c97,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00c2,07,039e,0000,0,0
7540,7540,0,1,5d5c,c96,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00c0,07,039f,0000,0,0
7541,7541,0,1,5f5e,c95,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00be,07,03a0,0000,0,0
7542,7542,0,1,6160,c94,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00bc,07,03a1,0000,0,0
7543,7543,0,1,6362,c93,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ba,07,03a2,0000,0,0
7544,7544,0,1,6564,c92,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00b8,07,03a3,0000,0,0
7545,7545,0,1,6766,c91,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00b6,07,03a4,0000,0,0
7546,7546,0,1,6968,c90,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00b4,07,03a5,0000,0,0
7547,7547,0,1,6b6a,c8f,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00b2,07,03a6,0000,0,0
7548,7548,0,1,6d6c,c8e,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00b0,07,03a7,0000,0,0
7549,7549,0,1,6f6e,c8d,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ae,07,03a8,0000,0,0
7550,7550,0,1,7170,c8c,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00ac,07,03a9,0000,0,0
7551,7551,0,1,7372,c8b,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00aa,07,03aa,0000,0,0
7552,7552,0,1,7574,c8a,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00a8,07,03ab,0000,0,0
7553,7553,0,1,7776,c89,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00a6,07,03ac,0000,0,0
7554,7554,0,1,7978,c88,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00a4,07,03ad,0000,0,0
7555,7555,0,1,7b7a,c87,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00a2,07,03ae,0000,0,0
7556,7556,0,1,7d7c,c86,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,00a0,07,03af,0000,0,0
7557,7557,0,1,7f7e,c85,0,0,8f8e8d8c8b8a8988,1,0,1,0,1,0,0,0,0f,1,000800,06,1,0,0,0,0,009e,07,03b0,0000,0,0
